time,true_dist,kf_dist,ekf_dist,pf_dist,kf_err,ekf_err,pf_err
33.3001,0.8406,0.8380,0.8452,0.8661,0.0025,0.0047,0.0255
33.4010,0.8448,0.8443,0.8485,0.8748,0.0005,0.0038,0.0300
33.5017,0.8490,0.8490,0.8541,0.8822,0.0000,0.0051,0.0332
33.6023,0.8554,0.8548,0.8587,0.8871,0.0006,0.0033,0.0317
33.7006,0.8597,0.8589,0.8627,0.8909,0.0008,0.0030,0.0312
33.8001,0.8662,0.8656,0.8696,0.8973,0.0005,0.0034,0.0312
33.9001,0.8705,0.8704,0.8749,0.9022,0.0001,0.0044,0.0317
34.0002,0.8770,0.8767,0.8810,0.9085,0.0003,0.0040,0.0315
34.1004,0.8814,0.8816,0.8862,0.9137,0.0002,0.0048,0.0323
34.2002,0.8880,0.8877,0.8920,0.9197,0.0003,0.0040,0.0317
34.3007,0.8925,0.8930,0.8982,0.9222,0.0005,0.0058,0.0298
34.4024,0.8947,0.8950,0.9000,0.9288,0.0004,0.0053,0.0341
34.5003,0.9014,0.9017,0.9055,0.9339,0.0003,0.0041,0.0325
34.6001,0.9059,0.9040,0.9092,0.9365,0.0019,0.0034,0.0307
34.7002,0.9104,0.9107,0.9164,0.9435,0.0003,0.0061,0.0331
34.8001,0.9126,0.9130,0.9189,0.9464,0.0004,0.0062,0.0338
34.9002,0.9194,0.9194,0.9250,0.9551,0.0001,0.0055,0.0357
35.0001,0.9240,0.9239,0.9290,0.9614,0.0001,0.0050,0.0374
35.1001,0.9286,0.9285,0.9341,0.9679,0.0000,0.0055,0.0394
35.2036,0.9331,0.9333,0.9387,0.9706,0.0002,0.0056,0.0375
35.3002,0.9401,0.9395,0.9442,0.9738,0.0006,0.0041,0.0338
35.4002,0.9447,0.9441,0.9489,0.9772,0.0006,0.0042,0.0326
35.5003,0.9517,0.9511,0.9556,0.9791,0.0005,0.0039,0.0274
35.6003,0.9563,0.9560,0.9605,0.9830,0.0003,0.0042,0.0267
35.7001,0.9633,0.9628,0.9673,0.9904,0.0006,0.0039,0.0270
35.8038,0.9680,0.9677,0.9723,0.9940,0.0003,0.0042,0.0260
35.9010,0.9728,0.9725,0.9773,0.9977,0.0003,0.0045,0.0249
36.0003,0.9775,0.9773,0.9821,1.0047,0.0002,0.0047,0.0273
36.1001,0.9846,0.9850,0.9904,1.0125,0.0004,0.0058,0.0279
36.2002,0.9894,0.9891,0.9938,1.0177,0.0003,0.0044,0.0283
36.3001,0.9941,0.9947,1.0006,1.0263,0.0006,0.0064,0.0321
36.4001,0.9989,0.9992,1.0045,1.0321,0.0003,0.0056,0.0332
36.5005,1.0037,1.0042,1.0103,1.0432,0.0005,0.0066,0.0394
36.6006,1.0110,1.0110,1.0164,1.0505,0.0000,0.0055,0.0396
36.7066,1.0158,1.0157,1.0212,1.0531,0.0001,0.0054,0.0372
36.8002,1.0207,1.0203,1.0253,1.0559,0.0003,0.0047,0.0353
36.9004,1.0255,1.0255,1.0309,1.0638,0.0000,0.0054,0.0382
37.0001,1.0304,1.0305,1.0363,1.0683,0.0001,0.0059,0.0379
37.1002,1.0353,1.0359,1.0423,1.0737,0.0006,0.0071,0.0384
37.2002,1.0402,1.0399,1.0454,1.0779,0.0002,0.0053,0.0377
37.3001,1.0451,1.0451,1.0509,1.0828,0.0000,0.0058,0.0377
37.4010,1.0500,1.0500,1.0565,1.0863,0.0000,0.0065,0.0363
37.5026,1.0574,1.0573,1.0628,1.0917,0.0001,0.0054,0.0343
37.6001,1.0623,1.0621,1.0676,1.0986,0.0002,0.0053,0.0362
37.7004,1.0673,1.0668,1.0720,1.1024,0.0005,0.0047,0.0351
37.8001,1.0747,1.0744,1.0799,1.1092,0.0003,0.0051,0.0344
37.9002,1.0797,1.0792,1.0842,1.1118,0.0006,0.0045,0.0321
38.0002,1.0872,1.0863,1.0909,1.1160,0.0010,0.0036,0.0288
38.1001,1.0922,1.0920,1.0973,1.1248,0.0002,0.0051,0.0325
38.2002,1.0998,1.0994,1.1046,1.1340,0.0004,0.0048,0.0342
38.3017,1.1048,1.1045,1.1095,1.1426,0.0003,0.0047,0.0378
38.4002,1.1098,1.1102,1.1160,1.1511,0.0003,0.0062,0.0413
38.5034,1.1149,1.1148,1.1203,1.1570,0.0001,0.0054,0.0421
38.6001,1.1200,1.1197,1.1254,1.1623,0.0002,0.0055,0.0424
38.7002,1.1250,1.1249,1.1306,1.1689,0.0001,0.0056,0.0438
38.8016,1.1327,1.1325,1.1378,1.1736,0.0001,0.0051,0.0410
38.9001,1.1377,1.1376,1.1430,1.1772,0.0001,0.0052,0.0394
39.0002,1.1428,1.1427,1.1480,1.1831,0.0002,0.0052,0.0402
39.1017,1.1505,1.1502,1.1537,1.1921,0.0003,0.0032,0.0416
39.2039,1.1531,1.1531,1.1586,1.1956,0.0000,0.0055,0.0425
39.3002,1.1582,1.1584,1.1648,1.1997,0.0002,0.0066,0.0415
39.4001,1.1659,1.1660,1.1720,1.2080,0.0001,0.0061,0.0421
39.5004,1.1711,1.1711,1.1770,1.2122,0.0001,0.0060,0.0412
39.6003,1.1762,1.1759,1.1811,1.2154,0.0004,0.0049,0.0392
39.7019,1.1814,1.1816,1.1879,1.2222,0.0002,0.0065,0.0408
39.8002,1.1840,1.1843,1.1906,1.2237,0.0004,0.0067,0.0397
39.9003,1.1917,1.1915,1.1974,1.2319,0.0002,0.0057,0.0401
40.0001,1.1969,1.1967,1.2025,1.2369,0.0002,0.0056,0.0400
